year,iso_code,country,ft_globalclimatephysicalriskindexgcpri
1999,CZE,Czech Republic,13.916263658268308
1993,COD,Democratic Republic of the Congo,0.8240499310891873
1994,COD,Democratic Republic of the Congo,1.6507579625451745
1995,COD,Democratic Republic of the Congo,0.9384692264289348
1996,COD,Democratic Republic of the Congo,10.097834421027716
1997,COD,Democratic Republic of the Congo,0.6527046568593191
1998,COD,Democratic Republic of the Congo,1.3417115999672966
1999,COD,Democratic Republic of the Congo,1.0976923878276357
1993,DNK,Denmark,11.445798777314668
1994,DNK,Denmark,16.34431329374122
1995,DNK,Denmark,18.52133917484674
1996,DNK,Denmark,23.40283381283473
1997,DNK,Denmark,18.362399128905743
1998,DNK,Denmark,10.521444180173006
1999,DNK,Denmark,15.64595031109299
1993,DOM,Dominican Republic,9.123357944293897
1994,DOM,Dominican Republic,4.913335425393249
1995,DOM,Dominican Republic,2.256164320759848
1996,DOM,Dominican Republic,20.913115176649548
1997,DOM,Dominican Republic,35.42380744831763
1998,DOM,Dominican Republic,23.01147785591853
1999,DOM,Dominican Republic,22.862428986053843
1993,ECU,Ecuador,3.3377217869390776
1994,ECU,Ecuador,3.407853249876416
1995,ECU,Ecuador,6.1652026037298056
1996,ECU,Ecuador,6.244737930298185
1997,ECU,Ecuador,4.756642705210467
1998,ECU,Ecuador,13.97723666337608
1999,ECU,Ecuador,23.392314374250457
1993,EGY,Egypt,11.774897822555008
1994,EGY,Egypt,10.619807011335292
1995,EGY,Egypt,12.185072409620966
1996,EGY,Egypt,10.072719023518593
1997,EGY,Egypt,11.016977895157453
1998,EGY,Egypt,13.201603009026904
1999,EGY,Egypt,9.019050960102456
1993,SLV,El Salvador,6.133295808556462
1994,SLV,El Salvador,9.409855097336738
1995,SLV,El Salvador,11.267178689218005
1996,SLV,El Salvador,13.94402984336896
1997,SLV,El Salvador,11.932481093359543
1998,SLV,El Salvador,10.03181026317188
1999,SLV,El Salvador,9.227141922544888
1993,EST,Estonia,10.657228660753294
1994,EST,Estonia,15.245762886546736
1995,EST,Estonia,16.058187698075386
1996,EST,Estonia,18.951898018842925
1997,EST,Estonia,17.195240248372283
1998,EST,Estonia,14.58422013796674
1999,EST,Estonia,14.243470316462115
1993,ETH,Ethiopia,3.742164558421942
1994,ETH,Ethiopia,7.744290085707904
1995,ETH,Ethiopia,6.256948179245751
1996,ETH,Ethiopia,5.902577515203649
1997,ETH,Ethiopia,6.635714230703113
1998,ETH,Ethiopia,7.121664731125421
1999,ETH,Ethiopia,10.266655618765
1993,FJI,Fiji,10.133583886289513
1994,FJI,Fiji,11.723279421972617
1995,FJI,Fiji,8.300697980443251
1996,FJI,Fiji,10.663389540538043
1997,FJI,Fiji,14.816858941854663
1998,FJI,Fiji,8.511059429119385
1999,FJI,Fiji,7.139969246268459
1993,FIN,Finland,9.255056679360676
1994,FIN,Finland,15.20949726959076
1995,FIN,Finland,11.2117140460998
1996,FIN,Finland,13.916315122494844
1997,FIN,Finland,15.21890309970712
1998,FIN,Finland,11.932014620638444
1999,FIN,Finland,16.96079934328763
1993,FRA,France,13.208608295043804
1994,FRA,France,11.46525489402018
1995,FRA,France,14.617790239768874
1996,FRA,France,15.1729082243392
1997,FRA,France,13.93028702608736
1998,FRA,France,13.609675185375568
1999,FRA,France,12.119614836823864
1993,GAB,Gabon,6.731361900926768
1994,GAB,Gabon,6.768947407123653
1995,GAB,Gabon,4.283260819919684
1996,GAB,Gabon,2.932836426222017
1997,GAB,Gabon,4.048834761338616
1998,GAB,Gabon,10.088010810572998
1999,GAB,Gabon,6.587487206777169
1993,GMB,Gambia,4.908232924391869
1994,GMB,Gambia,2.2252703978463315
1995,GMB,Gambia,3.1635152542316103
1996,GMB,Gambia,2.60381851314451
1997,GMB,Gambia,11.8712639752473
1998,GMB,Gambia,2.9934955284666955
1999,GMB,Gambia,2.676592820672372
1993,GEO,Georgia,10.513891474105078
1994,GEO,Georgia,4.617300296861739
1995,GEO,Georgia,2.645053533737317
1996,GEO,Georgia,3.643118684051743
1997,GEO,Georgia,4.568911834210903
1998,GEO,Georgia,6.629819660029618
1999,GEO,Georgia,10.39245781975519
1993,DEU,Germany,23.693450123616525
1994,DEU,Germany,28.45373197668487
1995,DEU,Germany,33.693741702428404
1996,DEU,Germany,35.43669574994192
1997,DEU,Germany,32.72918118242252
1998,DEU,Germany,34.72145743116826
1999,DEU,Germany,36.70771482260816
1993,GHA,Ghana,2.6525705041165004
1994,GHA,Ghana,4.298270538773825
1995,GHA,Ghana,3.216109725468318
1996,GHA,Ghana,1.3192252998096317
1997,GHA,Ghana,4.829435347420321
1998,GHA,Ghana,3.159178691585481
1999,GHA,Ghana,1.2228336086196043
1993,GRC,Greece,15.13864680850457
1994,GRC,Greece,17.68362150975826
1995,GRC,Greece,14.004233175301804
1996,GRC,Greece,14.862379182147608
1997,GRC,Greece,16.0882160819336
1998,GRC,Greece,18.633321309706965
1999,GRC,Greece,15.835040802432598
1993,GTM,Guatemala,2.6821760916249104
1994,GTM,Guatemala,1.4903808815341932
1995,GTM,Guatemala,1.7500517168966858
1996,GTM,Guatemala,4.887017284853328
1997,GTM,Guatemala,8.211191504182533
1998,GTM,Guatemala,9.442637289135188
1999,GTM,Guatemala,9.501483302120016
1993,GIN,Guinea,4.317853647667254
1994,GIN,Guinea,7.079638798552048
1995,GIN,Guinea,4.869138396718628
1996,GIN,Guinea,4.848350065620364
1997,GIN,Guinea,2.604838722254193
1998,GIN,Guinea,0.3427711498183939
1999,GIN,Guinea,4.70316236713246
1993,GNB,Guinea-Bissau,0.0
1994,GNB,Guinea-Bissau,3.934356690262202
1995,GNB,Guinea-Bissau,7.649499472102529
1996,GNB,Guinea-Bissau,6.369387093101775
1997,GNB,Guinea-Bissau,5.865744054720433
1998,GNB,Guinea-Bissau,1.7960951182349978
1993,GUY,Guyana,2.870088971103997
1994,GUY,Guyana,12.362708825592458
1995,GUY,Guyana,1.7693376563223715
1996,GUY,Guyana,12.306839859783114
1997,GUY,Guyana,6.942893212339457
1998,GUY,Guyana,7.643604634355058
1999,GUY,Guyana,12.5970141940413
1993,HTI,Haiti,9.325794459642816
1994,HTI,Haiti,9.243492748693583
1995,HTI,Haiti,17.405871280350205
1996,HTI,Haiti,8.826543183884548
1997,HTI,Haiti,16.459905524287183
1999,HTI,Haiti,1.8940361782378647
1993,HND,Honduras,10.955335075919663
1994,HND,Honduras,10.61208164317462
1995,HND,Honduras,12.324763860897878
1996,HND,Honduras,9.000601184369149
1997,HND,Honduras,10.44238461406786
1998,HND,Honduras,15.828067419340226
1999,HND,Honduras,14.975019765301605
1993,HUN,Hungary,21.19816405114576
1994,HUN,Hungary,18.10499358625352
1995,HUN,Hungary,16.434657101325957
1996,HUN,Hungary,17.502682350161855
1997,HUN,Hungary,16.54746336329528
1998,HUN,Hungary,18.15178951421964
1999,HUN,Hungary,14.76385680615587
1993,ISL,Iceland,12.110697542537023
1994,ISL,Iceland,15.821336104040576
1995,ISL,Iceland,19.31948532826115
1996,ISL,Iceland,17.707195316731735
1997,ISL,Iceland,16.366197798817822
1998,ISL,Iceland,16.152432348607775
1999,ISL,Iceland,17.518396090267256
1993,IND,India,12.132691542069384
1994,IND,India,11.931809500252186
1995,IND,India,11.10470030896428
1996,IND,India,11.604015735531291
1997,IND,India,10.572679525933951
1998,IND,India,11.900571739014408
1999,IND,India,11.286466458416973
1993,IDN,Indonesia,8.252141518591166
1994,IDN,Indonesia,9.180470978043443
1995,IDN,Indonesia,9.645206829079196
1996,IDN,Indonesia,11.291699002549093
1997,IDN,Indonesia,12.452504608508796
1998,IDN,Indonesia,11.761850095813363
1999,IDN,Indonesia,9.511942622736496
1993,IRN,Iran,9.375126269242438
1994,IRN,Iran,8.888937389557762
1995,IRN,Iran,9.539310582090977
1996,IRN,Iran,11.24404395620809
1997,IRN,Iran,10.567179057513137
1998,IRN,Iran,8.822369475060809
1999,IRN,Iran,8.150123529005066
1993,IRQ,Iraq,14.996954351790592
1994,IRQ,Iraq,9.67173435355007
1995,IRQ,Iraq,2.9325555388971045
1996,IRQ,Iraq,15.532722853119964
1993,IRL,Ireland,7.38617301418029
1994,IRL,Ireland,9.167810280672262
1995,IRL,Ireland,17.970155207882073
1996,IRL,Ireland,16.82046845109936
1997,IRL,Ireland,15.246710428034463
1998,IRL,Ireland,11.56331981725142
1999,IRL,Ireland,12.978270276235763
1993,ISR,Israel,19.89563299989471
1994,ISR,Israel,18.02452128255592
1995,ISR,Israel,12.42590227165978
1996,ISR,Israel,12.123958977610895
1997,ISR,Israel,14.895523212780592
1998,ISR,Israel,16.272400635759734
1999,ISR,Israel,11.911155934369262
1993,ITA,Italy,16.422010043572815
1994,ITA,Italy,14.525817732398464
1995,ITA,Italy,13.66582131602206
1996,ITA,Italy,13.44659092363596
1997,ITA,Italy,13.174559808162082
1998,ITA,Italy,17.109270041407594
1999,ITA,Italy,16.67873725792362
1993,JAM,Jamaica,12.247783800998292
1994,JAM,Jamaica,12.324029755249269
1995,JAM,Jamaica,15.055490586702795
1996,JAM,Jamaica,9.402289251378129
1997,JAM,Jamaica,16.536302738353964
1998,JAM,Jamaica,21.264402401029823
1999,JAM,Jamaica,12.13229927884266
1993,JPN,Japan,11.131175256181908
1994,JPN,Japan,20.83403249856566
1995,JPN,Japan,21.37537822282676
1996,JPN,Japan,20.663023249053712
1997,JPN,Japan,18.255610163574985
1998,JPN,Japan,17.67211438538945
1999,JPN,Japan,17.85992557836994
1993,JOR,Jordan,11.422178974302456
1994,JOR,Jordan,12.951769050823462
1995,JOR,Jordan,12.5795163703736
1996,JOR,Jordan,13.807674714581283
1997,JOR,Jordan,14.373815173527346
1998,JOR,Jordan,15.833789971545354
1999,JOR,Jordan,9.53075268269239
1993,KAZ,Kazakhstan,11.36571012331074
1994,KAZ,Kazakhstan,12.438139547513517
1995,KAZ,Kazakhstan,8.9120071031455
1996,KAZ,Kazakhstan,11.71145616830375
1997,KAZ,Kazakhstan,9.241275492419913
1998,KAZ,Kazakhstan,9.740702609719236
1999,KAZ,Kazakhstan,10.14783310343749
1993,KEN,Kenya,10.475519160785934
1994,KEN,Kenya,13.012823649591812
1995,KEN,Kenya,9.366009638315992
1996,KEN,Kenya,11.569123663538049
1997,KEN,Kenya,13.627133217217583
1998,KEN,Kenya,8.145549736826938
1999,KEN,Kenya,7.08529561009486
1993,KIR,Kiribati,0.187344706911636
1994,KIR,Kiribati,0.0
1995,KIR,Kiribati,0.5249343832020997
1996,KIR,Kiribati,2.119504104124632
1997,KIR,Kiribati,1.0184864391951007
1998,KIR,Kiribati,3.3539490868515607
1999,KIR,Kiribati,2.96844083883454
1993,KWT,Kuwait,21.75918479098274
1994,KWT,Kuwait,16.607209756838586
1995,KWT,Kuwait,13.872568983943324
1996,KWT,Kuwait,13.886037494968887
1997,KWT,Kuwait,14.634069676724351
1998,KWT,Kuwait,8.92481403530302
1999,KWT,Kuwait,18.226014073462
1993,KGZ,Kyrgyzstan,6.0878212899946025
1994,KGZ,Kyrgyzstan,8.258529456786928
1995,KGZ,Kyrgyzstan,8.46358536364739
1996,KGZ,Kyrgyzstan,7.168280773679316
1997,KGZ,Kyrgyzstan,5.090867328397446
1998,KGZ,Kyrgyzstan,5.441677958644984
1999,KGZ,Kyrgyzstan,8.219283128827243
1993,LAO,Laos,14.953889131855137
1994,LAO,Laos,9.079103760775183
1995,LAO,Laos,6.975651310570921
1996,LAO,Laos,7.534431852314151
1997,LAO,Laos,4.599068491985528
1998,LAO,Laos,7.472671824371028
1999,LAO,Laos,13.061906700165151
1993,LVA,Latvia,11.340234991125389
1994,LVA,Latvia,10.898217022304747
1995,LVA,Latvia,11.961823541095136
1996,LVA,Latvia,14.959151578009385
1997,LVA,Latvia,16.362425243300972
1998,LVA,Latvia,12.684591796873196
1999,LVA,Latvia,16.59134982226327
1993,LBN,Lebanon,10.160483654388909
1994,LBN,Lebanon,9.010396935550745
1995,LBN,Lebanon,15.536527591415464
1996,LBN,Lebanon,17.066372311016035
1997,LBN,Lebanon,19.14948009198527
1998,LBN,Lebanon,19.32242889450795
1999,LBN,Lebanon,10.146940424960048
1993,LSO,Lesotho,3.5942949025818134
1994,LSO,Lesotho,8.587237389545347
1995,LSO,Lesotho,4.738853815783617
1996,LSO,Lesotho,2.4135044443480944
1997,LSO,Lesotho,2.6912923119712007
1998,LSO,Lesotho,3.9748414828524696
1999,LSO,Lesotho,3.5472916598437667
1993,LBY,Libya,12.679463477952934
1994,LBY,Libya,8.385467215298382
1995,LBY,Libya,11.488947406989872
1996,LBY,Libya,9.08678988788414
1997,LBY,Libya,11.030054639328505
1998,LBY,Libya,12.984033204826096
1999,LBY,Libya,11.659695642849185
1993,LIE,Liechtenstein,17.0486098303911
1994,LIE,Liechtenstein,14.201446486848472
1995,LIE,Liechtenstein,14.284735172120888
1996,LIE,Liechtenstein,16.94205563629638
1997,LIE,Liechtenstein,13.156809223865418
1998,LIE,Liechtenstein,17.751479002837446
1999,LIE,Liechtenstein,15.228921704164245
1993,LTU,Lithuania,13.733601026777452
1994,LTU,Lithuania,15.92642693666104
1995,LTU,Lithuania,19.766266863832904
1996,LTU,Lithuania,24.05256802687021
1997,LTU,Lithuania,18.931444887477436
1998,LTU,Lithuania,17.63582330790163
1999,LTU,Lithuania,20.69274566941343
1993,LUX,Luxembourg,17.17894922968968
1994,LUX,Luxembourg,14.40780742425022
1995,LUX,Luxembourg,15.61459829157441
1996,LUX,Luxembourg,20.058652856055097
1997,LUX,Luxembourg,16.82366858530164
1998,LUX,Luxembourg,13.343401190027295
1999,LUX,Luxembourg,13.222500098958797
1993,MKD,Macedonia,21.3189794264456
1994,MKD,Macedonia,14.956499446781734
1995,MKD,Macedonia,4.441508879523308
1996,MKD,Macedonia,9.344060426049586
1997,MKD,Macedonia,8.463355896369205
1998,MKD,Macedonia,12.257482718916442
1999,MKD,Macedonia,10.966568126306656
1993,MDG,Madagascar,9.54592722131633
1994,MDG,Madagascar,8.571708411839458
1995,MDG,Madagascar,7.333311766867936
1996,MDG,Madagascar,9.957245504112464
1997,MDG,Madagascar,8.20539201995422
1998,MDG,Madagascar,10.691493209486282
1999,MDG,Madagascar,8.762831771215392
1993,MWI,Malawi,3.4900607150766394
1994,MWI,Malawi,4.870447220354428
1995,MWI,Malawi,6.011190452180003
1996,MWI,Malawi,6.596549034741521
1997,MWI,Malawi,5.237118631488053
1998,MWI,Malawi,6.9203569745910825
1999,MWI,Malawi,4.2672272621288725
1993,MYS,Malaysia,12.87260812519727
1994,MYS,Malaysia,11.025905281972278
1995,MYS,Malaysia,13.547125777355056
1996,MYS,Malaysia,16.508304324634715
1997,MYS,Malaysia,15.897255072716424
1998,MYS,Malaysia,20.969780871274924
1999,MYS,Malaysia,13.559914053702633
1993,MDV,Maldives,9.28250574442067
1994,MDV,Maldives,11.545056356723832
1995,MDV,Maldives,7.105935938539662
1996,MDV,Maldives,5.310661860474608
1997,MDV,Maldives,5.864917509197269
1998,MDV,Maldives,12.48948103857784
1999,MDV,Maldives,4.467080875140163
1993,MLI,Mali,10.96777421174518
1994,MLI,Mali,14.832061431959742
1995,MLI,Mali,9.527833379189676
1996,MLI,Mali,7.975076924092267
1997,MLI,Mali,8.814239646694192
1998,MLI,Mali,11.341192235904336
1999,MLI,Mali,10.15850618268912
1993,MLT,Malta,14.317133511416609
1994,MLT,Malta,16.590010309915044
1995,MLT,Malta,15.973140859874164
1996,MLT,Malta,13.117450841524173
1997,MLT,Malta,13.685344040855224
1998,MLT,Malta,18.725609687482255
1999,MLT,Malta,18.66375385984731
1993,MRT,Mauritania,9.3641539520086
1994,MRT,Mauritania,11.475393309188805
1995,MRT,Mauritania,12.739865305680825
1996,MRT,Mauritania,6.763991418103371
1997,MRT,Mauritania,6.169069809957834
1998,MRT,Mauritania,9.761517500399574
1999,MRT,Mauritania,9.28795850082306
1993,MUS,Mauritius,18.24290940157363
1994,MUS,Mauritius,11.005124147881368
1995,MUS,Mauritius,11.91765205782938
1996,MUS,Mauritius,17.943753932436625
1997,MUS,Mauritius,13.71246598279698
1998,MUS,Mauritius,15.742061583135465
1999,MUS,Mauritius,9.36291833489139
1993,MEX,Mexico,12.736751634387623
1994,MEX,Mexico,10.196656923830265
1995,MEX,Mexico,13.202427470363665
1996,MEX,Mexico,14.148019519806953
1997,MEX,Mexico,13.97205944365694
1998,MEX,Mexico,17.478104125769065
1999,MEX,Mexico,15.815766041159646
1993,FSM,Micronesia,9.174518015905234
1994,FSM,Micronesia,6.238767959512851
1995,FSM,Micronesia,9.278275693353908
1996,FSM,Micronesia,9.895230311269112
